Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Membership,Age,TotalSpent,RelationshipStatus,Children,HouseHoldSize,Parent
Graduate,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,305,53,1574,Partner,1,3,1
Postgraduate,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,256,41,63,Partner,1,3,1
Postgraduate,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,282,41,426,Partner,0,2,0
Undergraduate,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,529,58,96,Partner,0,2,0
Undergraduate,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,290,46,635,Partner,1,3,1
Graduate,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,266,56,757,Alone,1,2,1
Postgraduate,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,584,45,125,Partner,1,3,1
Postgraduate,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,408,51,332,Alone,2,3,1
Graduate,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,187,45,135,Alone,1,2,1
Graduate,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,588,70,330,Partner,1,3,1
Graduate,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,558,62,384,Alone,2,3,1
Graduate,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,690,58,1722,Alone,2,3,1
Graduate,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,66,47,78,Partner,3,5,1
Undergraduate,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,533,39,24,Alone,0,1,0
Undergraduate,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,191,72,1168,Alone,0,1,0
Postgraduate,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,530,73,957,Partner,1,3,1
Graduate,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,262,57,15,Alone,2,3,1
Graduate,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,22,46,57,Partner,1,3,1
Graduate,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,594,48,1956,Partner,1,3,1
Graduate,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,243,39,2013,Alone,0,1,0
Undergraduate,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,36,50,326,Partner,1,3,1
Postgraduate,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,693,56,77,Partner,2,4,1
Postgraduate,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,422,62,1313,Alone,0,1,0
Postgraduate,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,38,35,30,Alone,0,1,0
Graduate,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,512,63,315,Partner,1,3,1
Postgraduate,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,374,71,660,Partner,1,3,1
Graduate,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,514,35,74,Partner,1,3,1
Undergraduate,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,49,46,46,Alone,1,2,1
Postgraduate,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,316,62,86,Alone,1,2,1
Graduate,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,236,79,1103,Alone,0,1,0
Postgraduate,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,159,50,61,Partner,1,3,1
Graduate,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,222,43,145,Partner,1,3,1
Graduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,68,684,Partner,2,4,1
Postgraduate,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,229,70,411,Partner,1,3,1
Graduate,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,624,38,27,Alone,1,2,1
Graduate,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,669,60,1459,Partner,1,3,1
Graduate,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,669,45,18,Partner,1,3,1
Graduate,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,645,50,1833,Partner,0,2,0
Postgraduate,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,87,64,237,Partner,1,3,1
Postgraduate,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,32,61,48,Alone,2,3,1
Graduate,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,343,48,515,Partner,2,4,1
Graduate,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,571,50,1020,Partner,0,2,0
Graduate,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,31,63,1370,Partner,0,2,0
Graduate,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,475,73,1026,Partner,1,3,1
Graduate,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,98,59,301,Partner,1,3,1
Graduate,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,653,68,684,Partner,2,4,1
Graduate,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,617,59,499,Partner,1,3,1
Graduate,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,676,30,1004,Partner,0,2,0
Postgraduate,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,259,50,218,Partner,1,3,1
Graduate,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,402,52,606,Partner,1,3,1
Undergraduate,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,359,56,75,Partner,1,3,1
Graduate,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,676,56,106,Partner,3,5,1
Graduate,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,396,76,990,Partner,0,2,0
Graduate,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,158,55,1097,Alone,0,1,0
Undergraduate,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,132,28,16,Partner,0,2,0
Undergraduate,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,104,50,34,Partner,0,2,0
Postgraduate,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,672,34,1711,Partner,0,2,0
Postgraduate,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,168,67,438,Partner,2,4,1
Undergraduate,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,537,45,75,Partner,1,3,1
Postgraduate,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,228,64,225,Partner,1,3,1
Postgraduate,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,603,72,18,Partner,2,4,1
Graduate,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,408,43,470,Partner,1,3,1
Graduate,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,442,43,91,Alone,2,3,1
Postgraduate,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,136,33,2525,Alone,0,1,0
Graduate,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,532,74,504,Partner,1,3,1
Graduate,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,540,67,235,Partner,1,3,1
Postgraduate,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,526,63,1232,Alone,1,2,1
Undergraduate,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,422,66,88,Alone,2,3,1
Graduate,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,53,17,Alone,1,2,1
Graduate,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,331,39,24,Alone,1,2,1
Graduate,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,311,59,60,Partner,2,4,1
Postgraduate,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,308,72,1020,Alone,1,2,1
Postgraduate,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,570,62,155,Partner,1,3,1
Undergraduate,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,122,50,51,Partner,2,4,1
Postgraduate,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,554,54,1812,Alone,0,1,0
Postgraduate,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,589,55,1461,Alone,1,2,1
Graduate,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,70,64,96,Alone,1,2,1
Graduate,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,132,72,160,Alone,1,2,1
Postgraduate,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,433,55,139,Partner,2,4,1
Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,434,56,908,Alone,1,2,1
Undergraduate,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,301,59,183,Partner,1,3,1
Postgraduate,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,455,55,1161,Partner,1,3,1
Postgraduate,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,85,52,988,Partner,0,2,0
Undergraduate,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,658,63,1072,Alone,1,2,1
Graduate,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,291,47,174,Partner,2,4,1
Graduate,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,520,65,758,Partner,1,3,1
Postgraduate,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,180,66,195,Partner,1,3,1
Graduate,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,627,45,31,Alone,1,2,1
Postgraduate,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,316,67,1084,Partner,0,2,0
Postgraduate,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,494,68,685,Partner,1,3,1
Postgraduate,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,219,59,1672,Partner,0,2,0
Graduate,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,243,34,43,Partner,0,2,0
Postgraduate,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,133,67,49,Partner,2,4,1
Graduate,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,403,59,133,Partner,1,3,1
Graduate,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,260,67,363,Partner,1,3,1
Graduate,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,440,69,545,Partner,1,3,1
Graduate,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,245,52,1065,Partner,1,3,1
Graduate,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,474,55,2047,Partner,0,2,0
Graduate,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,606,52,296,Partner,2,4,1
Graduate,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,366,49,140,Alone,2,3,1
Graduate,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,347,59,530,Alone,1,2,1
Postgraduate,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,690,61,152,Partner,2,4,1
Postgraduate,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,266,33,1598,Partner,0,2,0
Graduate,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,526,61,114,Alone,1,2,1
Undergraduate,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,676,38,101,Alone,1,2,1
Graduate,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,280,51,25,Partner,1,3,1
Undergraduate,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,519,67,789,Alone,0,1,0
Graduate,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,334,43,87,Partner,2,4,1
Postgraduate,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,280,66,90,Alone,2,3,1
Postgraduate,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,427,65,1215,Partner,1,3,1
Postgraduate,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,260,69,811,Alone,0,1,0
Graduate,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,615,38,61,Partner,1,3,1
Postgraduate,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,318,49,405,Partner,1,3,1
Postgraduate,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,91,69,72,Partner,2,4,1
Graduate,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,499,53,189,Alone,2,3,1
Postgraduate,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,365,38,40,Partner,1,3,1
Graduate,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,140,46,63,Alone,1,2,1
Graduate,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,465,41,52,Partner,1,3,1
Postgraduate,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,58,48,39,Partner,1,3,1
Graduate,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,34,53,805,Partner,1,3,1
Postgraduate,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,73,68,130,Partner,1,3,1
Graduate,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,268,52,1631,Partner,0,2,0
Graduate,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,360,35,34,Partner,1,3,1
Graduate,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,212,72,152,Alone,2,3,1
Undergraduate,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,162,40,21,Alone,1,2,1
Postgraduate,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,269,57,71,Partner,3,5,1
Graduate,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,36,62,899,Alone,1,2,1
Postgraduate,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,70,77,711,Partner,0,2,0
Postgraduate,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,694,46,351,Partner,1,3,1
Graduate,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,42,53,8,Alone,0,1,0
Undergraduate,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,573,32,119,Alone,1,2,1
Graduate,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,450,56,21,Partner,2,4,1
Postgraduate,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,97,51,10,Partner,1,3,1
Graduate,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,36,49,973,Partner,1,3,1
Postgraduate,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,306,59,1536,Partner,0,2,0
Graduate,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,348,72,992,Partner,2,4,1
Postgraduate,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,492,57,1529,Partner,1,3,1
Graduate,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,290,52,860,Partner,1,3,1
Graduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,254,61,928,Alone,1,2,1
Postgraduate,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,699,54,418,Partner,2,4,1
Undergraduate,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,695,69,587,Partner,1,3,1
Graduate,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,48,49,641,Partner,1,3,1
Graduate,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,102,48,23,Partner,2,4,1
Graduate,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,317,55,2279,Partner,0,2,0
Postgraduate,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,41,51,49,Alone,2,3,1
Postgraduate,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,403,41,1779,Alone,0,1,0
Postgraduate,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,206,42,1804,Partner,0,2,0
Graduate,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,358,64,48,Partner,2,4,1
Graduate,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,115,72,83,Alone,2,3,1
Graduate,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,264,49,1862,Alone,0,1,0
Postgraduate,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,643,61,793,Partner,2,4,1
Graduate,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,506,54,84,Partner,1,3,1
Postgraduate,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,313,76,183,Partner,1,3,1
Undergraduate,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,8,66,1383,Alone,0,1,0
Postgraduate,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,523,61,825,Alone,1,2,1
Graduate,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,672,52,246,Alone,1,2,1
Postgraduate,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,467,58,610,Partner,2,4,1
Postgraduate,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,585,56,76,Alone,1,2,1
Graduate,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,488,53,1286,Partner,1,3,1
Postgraduate,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,195,49,30,Partner,1,3,1
Graduate,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,544,60,99,Partner,3,5,1
Graduate,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,646,46,1192,Alone,0,1,0
Graduate,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,212,49,362,Partner,1,3,1
Graduate,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,689,41,2130,Partner,0,2,0
Undergraduate,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,680,53,1229,Alone,0,1,0
Postgraduate,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,647,67,38,Partner,2,4,1
Postgraduate,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,343,73,485,Partner,0,2,0
Undergraduate,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,601,73,434,Partner,0,2,0
Graduate,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,472,54,44,Alone,1,2,1
Postgraduate,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,583,52,496,Partner,1,3,1
Undergraduate,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,386,55,78,Partner,2,4,1
Postgraduate,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,504,52,2346,Partner,0,2,0
Graduate,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,546,53,794,Partner,0,2,0
Graduate,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,297,68,17,Partner,0,2,0
Graduate,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,333,53,26,Alone,1,2,1
Undergraduate,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,103,51,76,Partner,1,3,1
Postgraduate,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,204,47,15,Alone,2,3,1
Postgraduate,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,78,61,62,Alone,2,3,1
Postgraduate,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,92,70,198,Partner,1,3,1
Postgraduate,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,247,46,49,Partner,1,3,1
Graduate,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,370,58,802,Partner,1,3,1
Graduate,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,130,78,1736,Partner,0,2,0
Graduate,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,549,46,57,Alone,2,3,1
Graduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,482,71,2302,Partner,0,2,0
Undergraduate,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,131,39,37,Partner,0,2,0
Graduate,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,489,54,310,Alone,2,3,1
Graduate,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,605,45,1305,Partner,0,2,0
Graduate,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,366,58,832,Partner,1,3,1
Graduate,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,452,48,401,Partner,2,4,1
Postgraduate,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,37,59,1501,Partner,0,2,0
Graduate,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,166,42,1189,Partner,0,2,0
Graduate,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,342,52,1194,Partner,1,3,1
Postgraduate,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,149,64,656,Partner,1,3,1
Postgraduate,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,583,68,1540,Alone,0,1,0
Postgraduate,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,307,59,311,Partner,1,3,1
Undergraduate,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,235,69,820,Partner,1,3,1
Undergraduate,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,169,35,274,Partner,1,3,1
Postgraduate,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,435,62,57,Alone,2,3,1
Graduate,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,271,59,448,Partner,1,3,1
Undergraduate,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,19,51,44,Partner,2,4,1
Graduate,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,335,52,102,Partner,2,4,1
Graduate,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,148,40,61,Partner,1,3,1
Postgraduate,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,433,64,1643,Partner,0,2,0
Postgraduate,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,388,66,397,Partner,1,3,1
Graduate,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,173,56,1121,Partner,1,3,1
Graduate,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,664,47,473,Alone,2,3,1
Undergraduate,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,92,50,50,Partner,1,3,1
Postgraduate,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,500,62,1678,Partner,1,3,1
Graduate,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,72,42,58,Partner,0,2,0
Postgraduate,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,277,49,170,Partner,1,3,1
Postgraduate,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,199,42,373,Alone,0,1,0
